execution_date,total_executions,avg_executions_per_org,median_executions,percentile_25,percentile_75,percentile_5,percentile_95,org_count,moving_avg_7day
2024-10-01,4026766,92,5.0,1.0,29.0,1.0,240.0,43499,3391249
2024-10-02,3744093,90,5.0,2.0,29.0,1.0,223.0,41329,3367235
2024-10-03,3773088,90,5.0,1.0,29.0,1.0,227.15,41618,3415424
2024-10-04,3565258,83,5.0,2.0,30.0,1.0,208.0,42806,3454493
2024-10-05,2885427,72,4.0,1.0,25.0,1.0,188.0,39826,3490432
2024-10-06,2518941,63,3.0,1.0,15.0,1.0,155.0,39682,3471802
2024-10-07,4024227,94,5.0,2.0,34.0,1.0,264.0,42741,3505400
2024-10-08,3614374,83,4.0,1.0,28.0,1.0,202.0,43099,3446486
2024-10-09,3997141,93,5.0,1.0,32.0,1.0,240.0,42590,3482636
2024-10-10,3657414,83,4.0,1.0,27.0,1.0,204.0,43582,3466111
2024-10-11,3715427,84,4.0,1.0,28.0,1.0,202.0,44028,3487564
2024-10-12,2786448,67,4.0,1.0,21.0,1.0,157.0,41462,3473424
2024-10-13,2654731,64,4.0,1.0,18.0,1.0,179.0,41112,3492823
2024-10-14,3822321,87,5.0,2.0,30.0,1.0,200.0,43654,3463979
2024-10-15,3514680,81,4.0,1.0,28.0,1.0,207.0,43312,3449737
2024-10-16,3864920,88,5.0,1.0,30.0,1.0,233.0,43621,3430848
2024-10-17,3631220,83,4.0,1.0,27.0,1.0,209.0,43277,3427106
2024-10-18,3371189,75,4.0,1.0,27.0,1.0,178.0,44586,3377929
2024-10-19,3013638,72,4.0,1.0,22.0,1.0,188.0,41499,3410385
2024-10-20,2662173,64,3.0,1.0,17.0,1.0,159.0,41214,3411448
2024-10-21,3846432,87,5.0,2.0,32.0,1.0,225.0,43909,3414893
2024-10-22,3753032,84,4.0,1.0,28.0,1.0,222.0,44581,3448943
2024-10-23,4000190,91,5.0,2.0,32.0,1.0,244.0,43744,3468267
2024-10-24,3936415,86,4.0,1.0,27.0,1.0,193.0,45309,3511867
2024-10-25,4047717,88,4.0,2.0,29.0,1.0,237.0,45796,3608513
2024-10-26,2821150,65,3.0,1.0,20.0,1.0,170.0,42938,3581015
2024-10-27,2951086,69,3.0,1.0,18.0,1.0,185.0,42334,3622288
2024-10-28,4120559,90,5.0,2.0,30.0,1.0,233.0,45555,3661449
2024-10-29,3961284,85,4.0,1.0,27.0,1.0,226.0,46184,3691200
2024-10-30,3671311,80,4.0,2.0,28.0,1.0,205.0,45619,3644217
2024-10-31,4126473,89,5.0,1.0,28.0,1.0,243.0,46253,3671368
